"Kommune";"Dato";"Bekræftede tilfælde"
157;2020-12-03;26
159;2020-12-03;46
161;2020-12-03;15
163;2020-12-03;25
165;2020-12-03;13
167;2020-12-03;34
169;2020-12-03;31
173;2020-12-03;30
175;2020-12-03;25
183;2020-12-03;15
185;2020-12-03;30
187;2020-12-03;16
190;2020-12-03;12
201;2020-12-03;6
210;2020-12-03;18
217;2020-12-03;26
219;2020-12-03;16
223;2020-12-03;12
230;2020-12-03;24
240;2020-12-03;21
250;2020-12-03;11
253;2020-12-03;22
259;2020-12-03;18
260;2020-12-03;11
265;2020-12-03;32
269;2020-12-03;19
270;2020-12-03;13
306;2020-12-03;10
316;2020-12-03;10
320;2020-12-03;11
326;2020-12-03;15
329;2020-12-03;5
330;2020-12-03;48
336;2020-12-03;7
340;2020-12-03;6
350;2020-12-03;8
360;2020-12-03;1
370;2020-12-03;11
376;2020-12-03;9
390;2020-12-03;18
400;2020-12-03;3
410;2020-12-03;11
420;2020-12-03;8
430;2020-12-03;6
440;2020-12-03;4
450;2020-12-03;9
461;2020-12-03;94
479;2020-12-03;7
480;2020-12-03;4
510;2020-12-03;7
540;2020-12-03;5
550;2020-12-03;3
561;2020-12-03;21
563;2020-12-03;2
573;2020-12-03;7
575;2020-12-03;7
580;2020-12-03;1
607;2020-12-03;9
615;2020-12-03;23
621;2020-12-03;16
630;2020-12-03;27
657;2020-12-03;13
661;2020-12-03;27
665;2020-12-03;1
671;2020-12-03;8
706;2020-12-03;6
707;2020-12-03;6
710;2020-12-03;7
727;2020-12-03;1
730;2020-12-03;17
740;2020-12-03;26
746;2020-12-03;16
751;2020-12-03;139
756;2020-12-03;11
760;2020-12-03;3
766;2020-12-03;8
779;2020-12-03;3
787;2020-12-03;2
791;2020-12-03;14
813;2020-12-03;3
840;2020-12-03;1
846;2020-12-03;8
849;2020-12-03;1
851;2020-12-03;34
860;2020-12-03;4
101;2020-12-04;441
147;2020-12-04;62
151;2020-12-04;28
153;2020-12-04;24
155;2020-12-04;6
157;2020-12-04;36
159;2020-12-04;41
161;2020-12-04;21
163;2020-12-04;23
165;2020-12-04;12
167;2020-12-04;32
169;2020-12-04;24
173;2020-12-04;35
175;2020-12-04;23
183;2020-12-04;31
185;2020-12-04;20
187;2020-12-04;14
190;2020-12-04;27
201;2020-12-04;8
210;2020-12-04;14
217;2020-12-04;20
219;2020-12-04;24
223;2020-12-04;5
230;2020-12-04;18
240;2020-12-04;18
250;2020-12-04;13
253;2020-12-04;22
259;2020-12-04;18
260;2020-12-04;8
265;2020-12-04;24
269;2020-12-04;20
270;2020-12-04;14
306;2020-12-04;8
316;2020-12-04;11
320;2020-12-04;14
326;2020-12-04;1
329;2020-12-04;9
330;2020-12-04;57
336;2020-12-04;4
340;2020-12-04;5
350;2020-12-04;10
360;2020-12-04;3
370;2020-12-04;13
376;2020-12-04;16
390;2020-12-04;26
400;2020-12-04;8
410;2020-12-04;7
420;2020-12-04;5
430;2020-12-04;8
440;2020-12-04;11
450;2020-12-04;3
461;2020-12-04;62
479;2020-12-04;6
480;2020-12-04;2
482;2020-12-04;1
510;2020-12-04;3
530;2020-12-04;2
540;2020-12-04;10
550;2020-12-04;6
561;2020-12-04;21
573;2020-12-04;7
575;2020-12-04;11
580;2020-12-04;3
607;2020-12-04;20
615;2020-12-04;24
621;2020-12-04;12
630;2020-12-04;26
657;2020-12-04;21
661;2020-12-04;20
665;2020-12-04;6
671;2020-12-04;9
706;2020-12-04;5
707;2020-12-04;4
710;2020-12-04;7
727;2020-12-04;3
730;2020-12-04;27
740;2020-12-04;15
741;2020-12-04;1
746;2020-12-04;16
751;2020-12-04;193
756;2020-12-04;10
760;2020-12-04;5
766;2020-12-04;2
773;2020-12-04;2
779;2020-12-04;7
791;2020-12-04;25
810;2020-12-04;4
820;2020-12-04;3
840;2020-12-04;2
846;2020-12-04;5
849;2020-12-04;1
851;2020-12-04;47
860;2020-12-04;1
101;2020-12-05;440
147;2020-12-05;63
151;2020-12-05;25
153;2020-12-05;24
155;2020-12-05;9
157;2020-12-05;29
159;2020-12-05;39
161;2020-12-05;12
163;2020-12-05;20
165;2020-12-05;13
167;2020-12-05;39
169;2020-12-05;35
173;2020-12-05;23
175;2020-12-05;22
183;2020-12-05;15
185;2020-12-05;15
187;2020-12-05;4
190;2020-12-05;22
201;2020-12-05;3
210;2020-12-05;11
217;2020-12-05;16
219;2020-12-05;17
223;2020-12-05;7
230;2020-12-05;30
240;2020-12-05;10
250;2020-12-05;7
253;2020-12-05;17
259;2020-12-05;20
260;2020-12-05;9
265;2020-12-05;36
269;2020-12-05;24
270;2020-12-05;10
306;2020-12-05;5
316;2020-12-05;24
320;2020-12-05;11
326;2020-12-05;9
329;2020-12-05;8
330;2020-12-05;25
336;2020-12-05;3
340;2020-12-05;6
350;2020-12-05;7
360;2020-12-05;1
370;2020-12-05;21
376;2020-12-05;20
390;2020-12-05;29
400;2020-12-05;3
410;2020-12-05;1
420;2020-12-05;3
440;2020-12-05;1
450;2020-12-05;4
461;2020-12-05;55
479;2020-12-05;12
480;2020-12-05;3
510;2020-12-05;1
530;2020-12-05;2
540;2020-12-05;16
561;2020-12-05;20
573;2020-12-05;5
575;2020-12-05;2
580;2020-12-05;4
607;2020-12-05;3
615;2020-12-05;12
621;2020-12-05;8
630;2020-12-05;15
657;2020-12-05;10
661;2020-12-05;18
665;2020-12-05;2
671;2020-12-05;4
706;2020-12-05;5
707;2020-12-05;4
710;2020-12-05;8
727;2020-12-05;4
730;2020-12-05;26
740;2020-12-05;12
746;2020-12-05;13
751;2020-12-05;113
756;2020-12-05;7
760;2020-12-05;2
766;2020-12-05;7
779;2020-12-05;4
787;2020-12-05;1
791;2020-12-05;15
813;2020-12-05;4
820;2020-12-05;2
840;2020-12-05;1
846;2020-12-05;1
849;2020-12-05;1
851;2020-12-05;43
101;2020-12-06;475
147;2020-12-06;68
151;2020-12-06;27
153;2020-12-06;29
155;2020-12-06;4
157;2020-12-06;44
159;2020-12-06;28
161;2020-12-06;17
163;2020-12-06;24
165;2020-12-06;18
167;2020-12-06;40
169;2020-12-06;27
173;2020-12-06;29
175;2020-12-06;36
183;2020-12-06;22
185;2020-12-06;34
187;2020-12-06;5
190;2020-12-06;26
201;2020-12-06;6
210;2020-12-06;5
217;2020-12-06;29
219;2020-12-06;16
223;2020-12-06;5
230;2020-12-06;33
240;2020-12-06;17
250;2020-12-06;14
253;2020-12-06;13
259;2020-12-06;29
260;2020-12-06;14
265;2020-12-06;24
269;2020-12-06;17
270;2020-12-06;12
306;2020-12-06;6
316;2020-12-06;19
320;2020-12-06;6
326;2020-12-06;10
329;2020-12-06;16
330;2020-12-06;54
336;2020-12-06;8
340;2020-12-06;5
350;2020-12-06;13
360;2020-12-06;3
370;2020-12-06;12
376;2020-12-06;18
390;2020-12-06;21
400;2020-12-06;4
410;2020-12-06;4
420;2020-12-06;1
430;2020-12-06;3
440;2020-12-06;1
450;2020-12-06;2
461;2020-12-06;80
479;2020-12-06;13
480;2020-12-06;2
482;2020-12-06;6
510;2020-12-06;5
530;2020-12-06;1
540;2020-12-06;4
550;2020-12-06;4
561;2020-12-06;15
573;2020-12-06;6
575;2020-12-06;8
580;2020-12-06;6
607;2020-12-06;5
615;2020-12-06;15
621;2020-12-06;13
630;2020-12-06;30
657;2020-12-06;15
661;2020-12-06;18
671;2020-12-06;9
706;2020-12-06;3
707;2020-12-06;3
710;2020-12-06;9
727;2020-12-06;1
730;2020-12-06;30
740;2020-12-06;9
746;2020-12-06;23
751;2020-12-06;129
756;2020-12-06;7
760;2020-12-06;6
766;2020-12-06;8
779;2020-12-06;2
791;2020-12-06;17
810;2020-12-06;3
820;2020-12-06;2
840;2020-12-06;4
846;2020-12-06;3
851;2020-12-06;56
860;2020-12-06;2
101;2020-12-07;694
147;2020-12-07;91
151;2020-12-07;46
153;2020-12-07;24
155;2020-12-07;17
157;2020-12-07;70
159;2020-12-07;45
161;2020-12-07;27
163;2020-12-07;43
165;2020-12-07;15
167;2020-12-07;49
169;2020-12-07;35
173;2020-12-07;47
175;2020-12-07;30
183;2020-12-07;18
185;2020-12-07;34
187;2020-12-07;4
190;2020-12-07;18
201;2020-12-07;13
210;2020-12-07;17
217;2020-12-07;23
219;2020-12-07;32
223;2020-12-07;10
230;2020-12-07;40
240;2020-12-07;20
250;2020-12-07;12
253;2020-12-07;20
259;2020-12-07;38
260;2020-12-07;6
265;2020-12-07;46
269;2020-12-07;28
270;2020-12-07;17
306;2020-12-07;9
316;2020-12-07;24
320;2020-12-07;16
326;2020-12-07;13
329;2020-12-07;22
330;2020-12-07;45
336;2020-12-07;10
340;2020-12-07;17
350;2020-12-07;8
360;2020-12-07;5
370;2020-12-07;24
376;2020-12-07;28
390;2020-12-07;27
400;2020-12-07;8
410;2020-12-07;10
420;2020-12-07;6
430;2020-12-07;6
440;2020-12-07;6
450;2020-12-07;5
461;2020-12-07;102
479;2020-12-07;8
480;2020-12-07;14
482;2020-12-07;1
510;2020-12-07;11
530;2020-12-07;2
540;2020-12-07;7
550;2020-12-07;7
561;2020-12-07;27
563;2020-12-07;1
573;2020-12-07;6
575;2020-12-07;8
580;2020-12-07;9
607;2020-12-07;18
615;2020-12-07;19
621;2020-12-07;22
630;2020-12-07;25
657;2020-12-07;11
661;2020-12-07;43
665;2020-12-07;3
671;2020-12-07;6
706;2020-12-07;4
707;2020-12-07;6
710;2020-12-07;26
727;2020-12-07;6
730;2020-12-07;34
740;2020-12-07;19
741;2020-12-07;1
746;2020-12-07;22
751;2020-12-07;196
756;2020-12-07;19
760;2020-12-07;2
766;2020-12-07;8
773;2020-12-07;2
787;2020-12-07;6
791;2020-12-07;11
810;2020-12-07;3
813;2020-12-07;3
820;2020-12-07;1
840;2020-12-07;6
846;2020-12-07;6
849;2020-12-07;3
851;2020-12-07;74
860;2020-12-07;1
101;2020-12-08;756
147;2020-12-08;121
151;2020-12-08;39
153;2020-12-08;12
155;2020-12-08;13
157;2020-12-08;67
159;2020-12-08;71
161;2020-12-08;9
163;2020-12-08;27
165;2020-12-08;26
167;2020-12-08;42
169;2020-12-08;26
173;2020-12-08;39
175;2020-12-08;39
183;2020-12-08;30
185;2020-12-08;53
187;2020-12-08;16
190;2020-12-08;26
201;2020-12-08;19
210;2020-12-08;20
217;2020-12-08;28
219;2020-12-08;34
223;2020-12-08;13
230;2020-12-08;59
240;2020-12-08;21
250;2020-12-08;23
253;2020-12-08;35
259;2020-12-08;27
260;2020-12-08;7
265;2020-12-08;53
269;2020-12-08;26
270;2020-12-08;17
306;2020-12-08;22
316;2020-12-08;41
320;2020-12-08;13
326;2020-12-08;32
329;2020-12-08;25
330;2020-12-08;90
336;2020-12-08;17
340;2020-12-08;5
350;2020-12-08;16
360;2020-12-08;5
370;2020-12-08;24
376;2020-12-08;17
390;2020-12-08;17
400;2020-12-08;9
410;2020-12-08;7
420;2020-12-08;11
430;2020-12-08;4
440;2020-12-08;6
450;2020-12-08;8
461;2020-12-08;118
479;2020-12-08;17
480;2020-12-08;11
482;2020-12-08;4
510;2020-12-08;10
530;2020-12-08;1
540;2020-12-08;14
550;2020-12-08;6
561;2020-12-08;28
573;2020-12-08;5
575;2020-12-08;4
580;2020-12-08;5
607;2020-12-08;11
615;2020-12-08;30
621;2020-12-08;21
630;2020-12-08;27
657;2020-12-08;16
661;2020-12-08;19
665;2020-12-08;1
671;2020-12-08;6
706;2020-12-08;3
707;2020-12-08;21
710;2020-12-08;14
727;2020-12-08;4
730;2020-12-08;48
740;2020-12-08;24
746;2020-12-08;25
751;2020-12-08;232
756;2020-12-08;15
760;2020-12-08;7
766;2020-12-08;8
779;2020-12-08;7
787;2020-12-08;7
791;2020-12-08;33
810;2020-12-08;12
820;2020-12-08;1
840;2020-12-08;8
846;2020-12-08;6
849;2020-12-08;6
851;2020-12-08;95
860;2020-12-08;4
101;2020-12-09;768
147;2020-12-09;124
151;2020-12-09;33
153;2020-12-09;21
155;2020-12-09;9
157;2020-12-09;66
159;2020-12-09;82
161;2020-12-09;40
163;2020-12-09;38
165;2020-12-09;18
167;2020-12-09;41
169;2020-12-09;32
173;2020-12-09;44
175;2020-12-09;43
183;2020-12-09;20
185;2020-12-09;48
187;2020-12-09;8
190;2020-12-09;24
201;2020-12-09;9
210;2020-12-09;23
217;2020-12-09;30
219;2020-12-09;27
223;2020-12-09;8
230;2020-12-09;52
240;2020-12-09;14
250;2020-12-09;23
253;2020-12-09;26
259;2020-12-09;29
260;2020-12-09;10
265;2020-12-09;54
269;2020-12-09;27
270;2020-12-09;20
306;2020-12-09;14
316;2020-12-09;31
320;2020-12-09;13
326;2020-12-09;20
329;2020-12-09;33
330;2020-12-09;50
336;2020-12-09;5
340;2020-12-09;13
350;2020-12-09;15
360;2020-12-09;6
370;2020-12-09;40
376;2020-12-09;26
390;2020-12-09;31
400;2020-12-09;9
410;2020-12-09;3
420;2020-12-09;8
430;2020-12-09;7
440;2020-12-09;5
450;2020-12-09;7
461;2020-12-09;120
479;2020-12-09;12
480;2020-12-09;5
482;2020-12-09;2
510;2020-12-09;6
530;2020-12-09;2
540;2020-12-09;19
550;2020-12-09;5
561;2020-12-09;26
563;2020-12-09;1
573;2020-12-09;5
575;2020-12-09;8
580;2020-12-09;11
607;2020-12-09;13
615;2020-12-09;27
621;2020-12-09;22
630;2020-12-09;40
657;2020-12-09;27
661;2020-12-09;26
665;2020-12-09;1
671;2020-12-09;3
706;2020-12-09;8
707;2020-12-09;13
710;2020-12-09;19
727;2020-12-09;6
730;2020-12-09;53
740;2020-12-09;28
741;2020-12-09;1
746;2020-12-09;29
751;2020-12-09;253
756;2020-12-09;19
760;2020-12-09;3
766;2020-12-09;12
773;2020-12-09;3
779;2020-12-09;10
787;2020-12-09;3
791;2020-12-09;38
810;2020-12-09;6
813;2020-12-09;6
820;2020-12-09;3
840;2020-12-09;5
846;2020-12-09;7
849;2020-12-09;2
851;2020-12-09;100
860;2020-12-09;10
101;2020-12-10;830
147;2020-12-10;119
151;2020-12-10;41
153;2020-12-10;33
155;2020-12-10;18
157;2020-12-10;84
159;2020-12-10;65
161;2020-12-10;24
163;2020-12-10;31
165;2020-12-10;28
167;2020-12-10;48
169;2020-12-10;35
173;2020-12-10;50
175;2020-12-10;29
183;2020-12-10;18
185;2020-12-10;42
187;2020-12-10;15
190;2020-12-10;27
201;2020-12-10;12
210;2020-12-10;22
217;2020-12-10;38
219;2020-12-10;34
223;2020-12-10;22
230;2020-12-10;56
240;2020-12-10;23
250;2020-12-10;17
253;2020-12-10;27
259;2020-12-10;26
260;2020-12-10;4
265;2020-12-10;48
269;2020-12-10;25
270;2020-12-10;18
306;2020-12-10;13
316;2020-12-10;48
320;2020-12-10;18
326;2020-12-10;37
329;2020-12-10;21
330;2020-12-10;47
336;2020-12-10;10
340;2020-12-10;18
350;2020-12-10;8
360;2020-12-10;13
370;2020-12-10;29
376;2020-12-10;17
390;2020-12-10;22
400;2020-12-10;6
410;2020-12-10;4
420;2020-12-10;7
430;2020-12-10;11
440;2020-12-10;3
450;2020-12-10;6
461;2020-12-10;80
479;2020-12-10;17
480;2020-12-10;6
482;2020-12-10;4
510;2020-12-10;6
530;2020-12-10;4
540;2020-12-10;14
550;2020-12-10;6
561;2020-12-10;18
573;2020-12-10;2
575;2020-12-10;5
580;2020-12-10;4
607;2020-12-10;11
615;2020-12-10;36
621;2020-12-10;30
630;2020-12-10;34
657;2020-12-10;25
661;2020-12-10;19
665;2020-12-10;1
671;2020-12-10;15
706;2020-12-10;11
707;2020-12-10;22
710;2020-12-10;27
727;2020-12-10;6
730;2020-12-10;50
740;2020-12-10;23
741;2020-12-10;1
746;2020-12-10;21
751;2020-12-10;279
756;2020-12-10;16
760;2020-12-10;5
766;2020-12-10;13
773;2020-12-10;18
779;2020-12-10;16
787;2020-12-10;13
791;2020-12-10;7
810;2020-12-10;10
813;2020-12-10;11
820;2020-12-10;3
840;2020-12-10;5
846;2020-12-10;16
849;2020-12-10;5
851;2020-12-10;73
860;2020-12-10;12
101;2020-12-11;714
147;2020-12-11;123
151;2020-12-11;51
153;2020-12-11;34
155;2020-12-11;18
157;2020-12-11;66
159;2020-12-11;57
161;2020-12-11;26
163;2020-12-11;31
165;2020-12-11;19
167;2020-12-11;46
169;2020-12-11;53
173;2020-12-11;43
175;2020-12-11;49
183;2020-12-11;37
185;2020-12-11;39
187;2020-12-11;19
190;2020-12-11;23
201;2020-12-11;17
210;2020-12-11;12
217;2020-12-11;49
219;2020-12-11;34
223;2020-12-11;17
230;2020-12-11;54
240;2020-12-11;24
250;2020-12-11;36
253;2020-12-11;37
259;2020-12-11;43
260;2020-12-11;5
265;2020-12-11;61
269;2020-12-11;27
270;2020-12-11;14
306;2020-12-11;18
316;2020-12-11;45
320;2020-12-11;16
326;2020-12-11;25
329;2020-12-11;25
330;2020-12-11;69
336;2020-12-11;4
340;2020-12-11;14
350;2020-12-11;15
360;2020-12-11;6
370;2020-12-11;39
376;2020-12-11;25
390;2020-12-11;28
400;2020-12-11;10
410;2020-12-11;11
420;2020-12-11;9
430;2020-12-11;5
440;2020-12-11;6
450;2020-12-11;7
461;2020-12-11;107
479;2020-12-11;16
480;2020-12-11;10
482;2020-12-11;1
510;2020-12-11;10
530;2020-12-11;1
540;2020-12-11;25
550;2020-12-11;6
561;2020-12-11;16
563;2020-12-11;1
573;2020-12-11;4
575;2020-12-11;8
580;2020-12-11;6
607;2020-12-11;12
615;2020-12-11;32
621;2020-12-11;35
630;2020-12-11;28
657;2020-12-11;20
661;2020-12-11;13
665;2020-12-11;1
671;2020-12-11;7
706;2020-12-11;7
707;2020-12-11;15
710;2020-12-11;19
727;2020-12-11;4
730;2020-12-11;48
740;2020-12-11;18
741;2020-12-11;2
746;2020-12-11;22
751;2020-12-11;301
756;2020-12-11;26
760;2020-12-11;4
766;2020-12-11;13
773;2020-12-11;2
779;2020-12-11;8
787;2020-12-11;8
791;2020-12-11;21
810;2020-12-11;16
813;2020-12-11;4
820;2020-12-11;3
825;2020-12-11;1
840;2020-12-11;3
846;2020-12-11;4
849;2020-12-11;8
851;2020-12-11;70
860;2020-12-11;6
101;2020-12-12;731
147;2020-12-12;114
151;2020-12-12;44
153;2020-12-12;26
155;2020-12-12;16
157;2020-12-12;76
159;2020-12-12;59
161;2020-12-12;14
163;2020-12-12;20
165;2020-12-12;29
167;2020-12-12;39
169;2020-12-12;42
173;2020-12-12;37
175;2020-12-12;44
183;2020-12-12;31
185;2020-12-12;49
187;2020-12-12;15
190;2020-12-12;22
201;2020-12-12;10
210;2020-12-12;32
217;2020-12-12;37
219;2020-12-12;31
223;2020-12-12;9
230;2020-12-12;53
240;2020-12-12;37
250;2020-12-12;24
253;2020-12-12;38
259;2020-12-12;29
260;2020-12-12;5
265;2020-12-12;46
269;2020-12-12;19
270;2020-12-12;22
306;2020-12-12;12
316;2020-12-12;25
320;2020-12-12;18
326;2020-12-12;21
329;2020-12-12;18
330;2020-12-12;59
336;2020-12-12;4
340;2020-12-12;15
350;2020-12-12;9
360;2020-12-12;13
370;2020-12-12;34
376;2020-12-12;31
390;2020-12-12;22
400;2020-12-12;3
410;2020-12-12;9
420;2020-12-12;6
430;2020-12-12;7
440;2020-12-12;8
450;2020-12-12;2
461;2020-12-12;110
479;2020-12-12;12
480;2020-12-12;5
482;2020-12-12;2
510;2020-12-12;2
530;2020-12-12;3
540;2020-12-12;23
550;2020-12-12;3
561;2020-12-12;14
573;2020-12-12;6
575;2020-12-12;8
580;2020-12-12;10
607;2020-12-12;6
615;2020-12-12;30
621;2020-12-12;21
630;2020-12-12;25
657;2020-12-12;14
661;2020-12-12;13
671;2020-12-12;5
706;2020-12-12;6
707;2020-12-12;15
710;2020-12-12;16
727;2020-12-12;6
730;2020-12-12;45
740;2020-12-12;18
746;2020-12-12;35
751;2020-12-12;268
756;2020-12-12;12
760;2020-12-12;9
766;2020-12-12;9
773;2020-12-12;5
779;2020-12-12;13
787;2020-12-12;7
791;2020-12-12;29
810;2020-12-12;4
813;2020-12-12;9
820;2020-12-12;2
840;2020-12-12;5
846;2020-12-12;6
849;2020-12-12;3
851;2020-12-12;111
860;2020-12-12;9
101;2020-12-13;788
147;2020-12-13;131
151;2020-12-13;58
153;2020-12-13;40
155;2020-12-13;12
157;2020-12-13;82
159;2020-12-13;73
161;2020-12-13;24
163;2020-12-13;21
165;2020-12-13;32
167;2020-12-13;53
169;2020-12-13;55
173;2020-12-13;38
175;2020-12-13;62
183;2020-12-13;29
185;2020-12-13;42
187;2020-12-13;17
190;2020-12-13;25
201;2020-12-13;18
210;2020-12-13;17
217;2020-12-13;38
219;2020-12-13;32
223;2020-12-13;16
230;2020-12-13;54
240;2020-12-13;35
250;2020-12-13;19
253;2020-12-13;25
259;2020-12-13;35
260;2020-12-13;18
265;2020-12-13;43
269;2020-12-13;17
270;2020-12-13;54
306;2020-12-13;13
316;2020-12-13;25
320;2020-12-13;13
326;2020-12-13;25
329;2020-12-13;15
330;2020-12-13;43
336;2020-12-13;15
340;2020-12-13;7
350;2020-12-13;10
360;2020-12-13;12
370;2020-12-13;33
376;2020-12-13;30
390;2020-12-13;15
400;2020-12-13;7
410;2020-12-13;6
420;2020-12-13;11
430;2020-12-13;11
440;2020-12-13;4
450;2020-12-13;2
461;2020-12-13;107
479;2020-12-13;15
480;2020-12-13;5
482;2020-12-13;4
510;2020-12-13;1
540;2020-12-13;20
550;2020-12-13;6
561;2020-12-13;24
573;2020-12-13;4
575;2020-12-13;8
580;2020-12-13;7
607;2020-12-13;3
615;2020-12-13;24
621;2020-12-13;20
630;2020-12-13;37
657;2020-12-13;29
661;2020-12-13;14
665;2020-12-13;2
671;2020-12-13;4
706;2020-12-13;7
707;2020-12-13;14
710;2020-12-13;18
727;2020-12-13;4
730;2020-12-13;32
740;2020-12-13;24
746;2020-12-13;31
751;2020-12-13;215
756;2020-12-13;11
760;2020-12-13;4
766;2020-12-13;12
773;2020-12-13;8
779;2020-12-13;13
787;2020-12-13;10
791;2020-12-13;18
810;2020-12-13;12
813;2020-12-13;3
820;2020-12-13;2
840;2020-12-13;4
846;2020-12-13;9
849;2020-12-13;5
851;2020-12-13;63
860;2020-12-13;7
101;2020-12-14;825
147;2020-12-14;142
151;2020-12-14;79
153;2020-12-14;33
155;2020-12-14;25
157;2020-12-14;77
159;2020-12-14;70
161;2020-12-14;23
163;2020-12-14;30
165;2020-12-14;23
167;2020-12-14;49
169;2020-12-14;59
173;2020-12-14;57
175;2020-12-14;49
183;2020-12-14;35
185;2020-12-14;42
187;2020-12-14;21
190;2020-12-14;27
201;2020-12-14;15
210;2020-12-14;32
217;2020-12-14;49
219;2020-12-14;41
223;2020-12-14;15
230;2020-12-14;48
240;2020-12-14;36
250;2020-12-14;20
253;2020-12-14;38
259;2020-12-14;52
260;2020-12-14;9
265;2020-12-14;64
269;2020-12-14;21
270;2020-12-14;28
306;2020-12-14;13
316;2020-12-14;38
320;2020-12-14;20
326;2020-12-14;49
329;2020-12-14;22
330;2020-12-14;70
336;2020-12-14;21
340;2020-12-14;16
350;2020-12-14;10
360;2020-12-14;16
370;2020-12-14;65
376;2020-12-14;48
390;2020-12-14;27
400;2020-12-14;9
410;2020-12-14;13
420;2020-12-14;13
430;2020-12-14;6
440;2020-12-14;5
450;2020-12-14;14
461;2020-12-14;153
479;2020-12-14;18
480;2020-12-14;11
510;2020-12-14;9
530;2020-12-14;4
540;2020-12-14;31
550;2020-12-14;8
561;2020-12-14;28
563;2020-12-14;1
573;2020-12-14;7
575;2020-12-14;4
580;2020-12-14;12
607;2020-12-14;11
615;2020-12-14;36
621;2020-12-14;37
630;2020-12-14;50
657;2020-12-14;33
661;2020-12-14;42
665;2020-12-14;2
671;2020-12-14;7
706;2020-12-14;9
707;2020-12-14;22
710;2020-12-14;27
727;2020-12-14;7
730;2020-12-14;78
740;2020-12-14;31
741;2020-12-14;3
746;2020-12-14;42
751;2020-12-14;314
756;2020-12-14;19
760;2020-12-14;18
766;2020-12-14;12
773;2020-12-14;8
779;2020-12-14;16
787;2020-12-14;12
791;2020-12-14;29
810;2020-12-14;7
813;2020-12-14;5
820;2020-12-14;5
840;2020-12-14;6
846;2020-12-14;12
849;2020-12-14;7
851;2020-12-14;121
860;2020-12-14;10
101;2020-12-15;864
147;2020-12-15;131
151;2020-12-15;63
153;2020-12-15;47
155;2020-12-15;23
157;2020-12-15;72
159;2020-12-15;80
161;2020-12-15;23
163;2020-12-15;34
165;2020-12-15;41
167;2020-12-15;50
169;2020-12-15;60
173;2020-12-15;46
175;2020-12-15;54
183;2020-12-15;55
185;2020-12-15;51
187;2020-12-15;25
190;2020-12-15;35
201;2020-12-15;18
210;2020-12-15;28
217;2020-12-15;49
219;2020-12-15;46
223;2020-12-15;19
230;2020-12-15;39
240;2020-12-15;60
250;2020-12-15;26
253;2020-12-15;64
259;2020-12-15;58
260;2020-12-15;18
265;2020-12-15;60
269;2020-12-15;20
270;2020-12-15;43
306;2020-12-15;32
316;2020-12-15;49
320;2020-12-15;13
326;2020-12-15;47
329;2020-12-15;24
330;2020-12-15;74
336;2020-12-15;25
340;2020-12-15;18
350;2020-12-15;17
360;2020-12-15;18
370;2020-12-15;47
376;2020-12-15;29
